"runId","scenario","scale","targetRps","requestCount","requestRate","iterationCount","iterationRate","droppedIterations","errorRate","checkRate","p50Ms","p90Ms","p95Ms","p99Ms","avgMs","maxMs","receivedBytes","sentBytes"
"login-1-r1","login","100k","1","1418","11.814631809296253","1418","11.814631809296253",,"0","1","80.04443549999999","96.7521464","111.66231764999998","138.8676342","84.2914781854725","483.170294","3811850","314796"
"login-1-r2","login","100k","1","1537","12.802091998126048","1537","12.802091998126048",,"0","1","76.447601","82.55791140000001","86.58839799999998","105.7166310799998","77.75592333246585","166.333059","4131741","341214"
"login-1-r3","login","100k","1","1521","12.673437813123668","1521","12.673437813123668",,"0","1","76.022447","84.456154","91.451329","146.7408897999999","78.54375185009857","167.176308","4088733","337662"
"login-5-r1","login","100k","1","6709","55.87352774475611","6709","55.87352774475611",,"0","1","85.498451","101.063415","110.6370992","157.13774504000006","89.07746163735277","265.832698","18035027","1489398"
"login-5-r2","login","100k","1","6800","56.636354165443954","6800","56.636354165443954",,"0","1","84.789292","98.7425437","113.24453374999993","139.40738344000002","87.88387083750027","262.660966","18279635","1509600"
"login-5-r3","login","100k","1","6778","56.448977816983934","6778","56.448977816983934",,"0","1","85.09075849999999","97.4861281","109.2269836","154.5189743599999","88.16765940808496","230.095122","18220499","1504716"
"login-10-r1","login","100k","1","6668","55.514637305371515","6668","55.514637305371515",,"0","1","185.6009725","204.3647879","215.1426397","263.4931918699999","179.7004961964614","403.065728","17924724","1480296"
"login-10-r2","login","100k","1","6592","54.91863196108708","6592","54.91863196108708",,"0","1","186.9975695","204.7659298","215.11747444999997","260.53595565000006","181.6979039443265","364.193098","17720436","1463424"
"login-10-r3","login","100k","1","6552","54.542493121014296","6552","54.542493121014296",,"0","1","187.36407100000002","208.1079197","224.5972246","270.09821568","182.904028053419","369.826334","17612916","1454544"
"login-20-r1","login","100k","1","5824","48.470381520149665","5824","48.470381520149665",,"0","1","400.87987350000003","497.4616447","503.7869886","592.6026201799996","411.90535658121564","800.40292","15655672","1292928"
"login-20-r2","login","100k","1","5889","48.98099895506317","5889","48.98099895506317",,"0","1","400.413343","495.5105954","501.649067","571.1813329999999","407.530913254033","720.12894","15830392","1307358"
"login-20-r3","login","100k","1","5867","48.82749482276195","5867","48.82749482276195",,"0","1","400.906674","495.9965204","501.4909426","568.64888466","408.8306242374281","663.217751","15771256","1302474"
"login-40-r1","login","100k","1","5828","48.32080648405571","5828","48.32080648405571",,"0","1","802.4143755","1106.460259","1211.1440134","1498.3937759599996","825.5496731491077","2312.293429","15666424","1293816"
"login-40-r2","login","100k","1","5825","48.32377328495529","5825","48.32377328495529",,"0","1","803.306714","1106.7641520000002","1225.3069676","1521.2609231200004","825.5606603654936","2607.641973","15658360","1293150"
"login-40-r3","login","100k","1","5840","48.38875493927464","5840","48.38875493927464",,"0","1","801.8048285","1102.7280385","1207.77883145","1496.8171081499997","824.0288663486274","2505.20193","15698680","1296480"
