"runId","scenario","scale","targetRps","requestCount","requestRate","iterationCount","iterationRate","droppedIterations","errorRate","checkRate","p50Ms","p90Ms","p95Ms","p99Ms","avgMs","maxMs","receivedBytes","sentBytes"
"login-1-r1","login","100k","1","1407","11.724941736419524","1407","11.724941736419524",,"0","1","80.537916","95.59391120000002","107.97674610000001","153.10972402000002","84.92823030561475","709.614457","3700676","312354"
"login-1-r2","login","100k","1","1510","12.579838724373136","1510","12.579838724373136",,"0","1","76.835262","84.92841160000005","92.28901044999999","128.43190760000005","79.13874365430465","177.857369","3971585","335220"
"login-1-r3","login","100k","1","1526","12.711993158526571","1526","12.711993158526571",,"0","1","76.126925","82.958561","90.694602","143.18522175","78.31068098492787","170.223125","4013665","338772"
"login-5-r1","login","100k","1","6685","55.6736113215902","6685","55.6736113215902",,"0","1","86.349278","101.59111220000001","111.43811939999983","147.12306364","89.39711697337337","262.790398","17582785","1484070"
"login-5-r2","login","100k","1","6605","55.007107083339775","6605","55.007107083339775",,"0","1","86.091084","103.4306306","122.46833299999996","160.34008816","90.4861360570775","404.298477","17372385","1466310"
"login-5-r3","login","100k","1","6798","56.62483211658743","6798","56.62483211658743",,"0","1","85.1071665","97.1152323","106.12074339999995","151.36272295999999","87.90546028699593","260.654032","17879975","1509156"
"login-10-r1","login","100k","1","6490","54.01097285170139","6490","54.01097285170139",,"0","1","188.699432","208.9749956","228.32887239999994","266.71434844","184.72397363143347","341.467464","17069840","1440780"
"login-10-r2","login","100k","1","6486","53.98220487936934","6486","53.98220487936934",,"0","1","189.434199","206.83725800000002","219.55282425000001","264.37450104999994","184.79861410144917","324.765194","17059320","1439892"
"login-10-r3","login","100k","1","6361","52.973890704182274","6361","52.973890704182274",,"0","1","189.918153","216.19684","245.374429","282.3086817999998","188.31333499559838","633.09122","16730570","1412142"
"login-20-r1","login","100k","1","5779","48.08854177184315","5779","48.08854177184315",,"0","1","401.494447","497.61787919999995","502.6863662","591.0136837800002","415.11537601938085","820.973764","15199530","1282938"
"login-20-r2","login","100k","1","5797","48.19787936656","5797","48.19787936656",,"0","1","401.457755","498.2392796","505.2831306","592.51822348","414.09596907814273","692.853958","15246870","1286934"
"login-20-r3","login","100k","1","5723","47.601954526085336","5723","47.601954526085336",,"0","1","402.416062","499.43220740000004","503.6610755","584.2066514599996","419.45011537637583","701.6478","15052250","1270506"
"login-40-r1","login","100k","1","5693","47.20485060968185","5693","47.20485060968185",,"0","1","808.827434","1128.5173168000001","1286.8223865999998","1508.1540413999999","844.9948286140881","2269.940698","14973350","1263846"
"login-40-r2","login","100k","1","5744","47.61649750896532","5744","47.61649750896532",,"0","1","804.1249045","1125.5183153","1269.7739405499995","1520.7179980299961","837.6123848255576","3421.650262","15107480","1275168"
"login-40-r3","login","100k","1","5707","47.292194276275616","5707","47.292194276275616",,"0","1","808.094819","1114.7048692000012","1281.1774189999999","1515.160895699999","843.1492941489373","2396.972711","15010170","1266954"
